id,artist_name,key,mode,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hit,year,explicit,sentimentPos,sentimentNeg,sentimentComp,sentimentNeu,pos_neg_diff
5Ea0FNlMDWkraQDlfOPrDv,Justin Bieber,10.0,0.0,Fa La La,57,0.0207,0.6579999999999999,185560.0,0.679,3.15e-06,0.198,-8.606,0.0361,94.489,0.42,0,2011,0.0,0.23,0.016,0.9666,0.754,0.21400000000000002
1bPbiotvwSAYHG3ycVC2CV,Usher,2.0,1.0,Throwback (feat. Jadakiss),48,0.000542,0.655,286893.0,0.7509999999999999,0.0,0.136,-5.4510000000000005,0.129,84.488,0.319,0,2004,0.0,0.184,0.126,0.354,0.69,0.057999999999999996
6x1t4QjlIXe8iiCPZJvnkP,Twisted Sister,0.0,1.0,You Want What We Got - 2016 Remaster,14,0.00264,0.456,261160.0,0.855,0.0,0.217,-7.9620000000000015,0.101,138.803,0.421,0,2016,0.0,0.262,0.191,-0.5574,0.547,0.07100000000000001
1GbrVyLcsORTYgMk84P8jo,Deniz Koyu,6.0,0.0,Follow You (feat. Wynter Gordon),2,0.000517,0.589,376992.0,0.935,0.142,0.156,-5.3679999999999986,0.0563,128.001,0.224,0,2012,0.0,0.0,0.0,0.0,1.0,0.0
46CmteSSihy091RRaj7kmb,Justin Bieber,0.0,0.0,Santa Claus Is Coming To Town,55,0.0272,0.6509999999999999,216747.0,0.758,0.0,0.292,-6.584,0.0578,104.956,0.8390000000000001,0,2011,1.0,0.362,0.086,0.9799,0.552,0.276
7M3k7CQYsEOknxlCrXgj1D,Jillian Edwards,0.0,1.0,All My Christmases,61,0.856,0.6759999999999999,204667.0,0.385,0.0,0.125,-7.629,0.0301,127.034,0.459,0,2014,0.0,0.215,0.0,0.9118,0.785,0.215
7gcsmj2TKGzdRBqaQNVCvX,Pancho Barraza,9.0,0.0,Nuestro Amor,47,0.461,0.632,211461.0,0.52,0.0,0.0923,-7.186,0.0479,159.997,0.754,0,2002,0.0,0.129,0.0,0.8402,0.871,0.129
4aGyxpz1eTMaF3Wqvj1uKS,Downtown Party Network,1.0,1.0,Space Me Out - Jody Wisternoff & James Grant Remix,17,0.0038,0.768,352670.0,0.64,0.486,0.075,-8.095,0.0508,116.002,0.22,0,2015,0.0,0.0,0.104,-0.4215,0.896,-0.104
29pIgBybQFDDuZEu2wMaEA,R. Kelly,10.0,0.0,Ignition,45,0.338,0.802,196240.0,0.325,0.0,0.0897,-9.762,0.15,66.493,0.73,0,2003,0.0,0.167,0.113,0.4767,0.72,0.054000000000000006
6Gi8cpyZOGj3uaPEbf4azh,Los Traileros Del Norte,8.0,1.0,Amnesia,50,0.297,0.713,182227.0,0.629,0.00171,0.18,-6.233,0.0475,98.785,0.964,0,2005,0.0,0.066,0.104,-0.3182,0.829,-0.03799999999999999
1dXYBALYTj3AMxa8hgiQhA,Tyler,10.0,0.0,DEATHCAMP (feat. Cole Alexander),56,0.0149,0.581,189703.0,0.746,0.000276,0.594,-5.495,0.0422,101.881,0.455,0,2015,1.0,0.165,0.363,-0.9845,0.472,-0.19799999999999998
181I2gMZOSj4P5nB5gehEx,Lil Wayne,2.0,1.0,Shooter,45,0.245,0.684,275267.0,0.66,4.93e-06,0.29600000000000004,-6.025,0.32299999999999995,81.03399999999998,0.735,0,2005,1.0,0.171,0.116,0.598,0.712,0.05500000000000001
2TH65lNHgvLxCKXM3apjxI,Bad Bunny,2.0,1.0,Callaita,81,0.6,0.61,250534.0,0.624,2.12e-06,0.243,-4.773,0.309,176.169,0.244,0,2019,1.0,0.0,0.0,0.0,1.0,0.0
5BOBHIBuzvQuIYL1E1nDzl,Ari Lennox,4.0,0.0,Shea Butter Baby (with J. Cole),67,0.11,0.7090000000000001,211610.0,0.49,0.00345,0.12,-7.457000000000002,0.0757,155.069,0.0397,0,2019,1.0,0.343,0.071,0.9822,0.586,0.272
6XYFBEphCFnRlZ8JiQdv9y,Chiodos,0.0,1.0,"Bulls Make Money, Bears Make Money, Pigs Get Slaughtered",45,1.86e-05,0.471,208960.0,0.954,4.29e-05,0.446,-5.881,0.131,116.95,0.449,0,2008,0.0,0.39,0.053,0.9539,0.557,0.337
4TZdeM7zelZGz6JPrXSEZ1,Ariana Grande,9.0,1.0,Moonlight,65,0.42,0.633,202360.0,0.412,3.57e-06,0.048,-7.338999999999999,0.0284,102.215,0.214,0,2016,0.0,0.15,0.0,0.7184,0.85,0.15
0GgN4MhR5GKn5IcKN0e0rG,My Chemical Romance,4.0,1.0,Cancer,65,0.358,0.457,142973.0,0.515,0.0,0.278,-4.31,0.0261,74.984,0.222,0,2006,0.0,0.262,0.0,0.8176,0.738,0.262
2UI9qShtz4xwB4BvzVAAiM,Big Time Rush,11.0,1.0,City Is Ours,47,0.0791,0.519,192520.0,0.898,0.0,0.204,-3.954,0.13699999999999998,122.953,0.5870000000000001,0,2010,0.0,0.063,0.138,-0.6908,0.799,-0.07500000000000001
4o4wEDRqotccDTXiQ7TORu,Alicia Keys,7.0,1.0,Un-thinkable (I'm Ready) (feat. Drake) - Remix,51,0.728,0.531,282027.0,0.603,0.0,0.11,-6.242000000000001,0.0944,86.162,0.228,0,2010,0.0,0.262,0.065,0.9794,0.673,0.197
2yVhdgjCt0T2keTR1YlKEp,SOJA,2.0,1.0,Here I Am,60,0.57,0.7959999999999999,288863.0,0.401,0.0,0.0983,-9.696,0.0459,147.81,0.818,0,2010,0.0,0.268,0.088,0.8979,0.645,0.18000000000000002
78ZzF9pK3foniEnK64XzX5,Will Smith,10.0,0.0,Wild Wild West - Album Version - No Intro,47,0.0615,0.846,245533.0,0.659,0.0,0.297,-6.888,0.0809,107.014,0.622,0,2002,1.0,0.093,0.078,-0.2621,0.83,0.015
0zBSsxRXxemPoelO1R8faT,Everclear,6.0,0.0,Local God - Remastered,41,0.00162,0.523,234120.0,0.989,4.79e-05,0.0757,-3.611,0.0663,112.013,0.615,0,2004,1.0,0.343,0.19,0.7808,0.467,0.15300000000000002
3h5velkN8x2qEJ22gLyeGr,R.E.M.,2.0,1.0,Pretty Persuasion - Remastered 2006,14,0.00272,0.339,231240.0,0.951,0.005370000000000001,0.322,-5.15,0.037000000000000005,159.281,0.892,0,2006,1.0,0.326,0.233,0.5352,0.441,0.093
2D2w9943rsnJOGCrI4aMQp,21 Savage,0.0,0.0,My Choppa Hate Niggas,63,0.0974,0.862,148640.0,0.274,0.185,0.183,-5.818,0.484,77.493,0.146,0,2017,1.0,0.06,0.301,-0.9838,0.639,-0.241
0tyWs7VaLmVvUkFXd9nyfj,Andrea Bocelli,10.0,1.0,Cuando Me Enamoro,56,0.591,0.615,235446.0,0.602,2.51e-06,0.102,-6.765,0.044,102.068,0.521,0,2006,0.0,0.045,0.0,0.34,0.955,0.045
03kZca43rgVgphYctcopJU,Frou Frou,4.0,1.0,Breathe In,46,0.277,0.75,277333.0,0.722,0.00213,0.0627,-7.032,0.0308,97.493,0.759,0,2002,0.0,0.225,0.124,0.7487,0.651,0.101
5qPGi9p8VqcizfdgWxtmLt,Coldplay,7.0,1.0,Lovers in Japan,51,0.0427,0.202,411013.0,0.733,0.696,0.243,-7.599,0.0446,118.217,0.0728,0,2008,0.0,0.122,0.115,0.0772,0.763,0.006999999999999992
6gHxKXy1f3QinBJQngJ2iN,Bullet For My Valentine,0.0,0.0,Hearts Burst into Fire,48,0.000996,0.24,297947.0,0.968,0.000106,0.119,-3.669,0.109,89.686,0.119,0,2008,1.0,0.045,0.319,-0.9261,0.636,-0.274
6Jl3ZOX6MUOlyoUc721bsX,Rex Orange County,5.0,1.0,A Song About Being Sad,65,0.8909999999999999,0.5670000000000001,136000.0,0.263,0.0,0.183,-13.51,0.103,111.86,0.247,0,2016,1.0,0.28,0.164,0.7806,0.556,0.11600000000000002
6LteLVcW0oWLjuW6nePyWb,Troye Sivan,3.0,1.0,The Fault in Our Stars,64,0.613,0.481,187195.0,0.179,2.84e-05,0.145,-21.424,0.109,74.85,0.405,0,2013,0.0,0.1,0.297,-0.8176,0.603,-0.19699999999999998
4wWF9CU6X4RJCBlTxzyg9y,Breaking Benjamin,6.0,0.0,Phase,37,0.00102,0.483,270600.0,0.6890000000000001,0.264,0.0921,-6.879,0.0434,176.13,0.2,0,2002,1.0,0.16,0.116,0.3182,0.724,0.044
5hwh37sTi84MVhCBMWzhGE,Ruth B.,8.0,1.0,Superficial Love,71,0.928,0.477,207973.0,0.242,0.0,0.0818,-9.162,0.0529,43.50899999999999,0.488,0,2015,1.0,0.404,0.149,0.9696,0.447,0.255
42QWOsW1f9uDu9zsoUAE73,Pimpinela,11.0,0.0,A Esa,62,0.604,0.35,188107.0,0.664,0.0,0.0877,-4.955,0.0892,171.644,0.5710000000000001,0,2002,0.0,0.068,0.0,0.6747,0.932,0.068
6vS5siwSidItcWFXskcpAA,Lacuna Coil,0.0,1.0,Our Truth,51,0.000114,0.506,243107.0,0.7240000000000001,0.628,0.151,-7.086,0.0281,102.037,0.0697,0,2006,0.0,0.153,0.459,-0.9081,0.388,-0.30600000000000005
7fuoqve1SOEBmhc2PoQTF0,Fabolous,10.0,0.0,Breathe,53,0.34,0.713,268960.0,0.91,0.0,0.304,-5.586,0.282,83.02799999999998,0.51,0,2004,1.0,0.222,0.109,0.9709,0.669,0.113
0h0I7ItMtUxpqVHNQFtrbi,The Dandy Warhols,4.0,0.0,Get Off,15,0.00303,0.468,193666.0,0.821,0.0,0.328,-4.68,0.0335,146.356,0.5670000000000001,0,2010,0.0,0.331,0.078,0.9001,0.591,0.253
0Eqg0CQ7bK3RQIMPw1A7pl,LANY,11.0,1.0,Malibu Nights,75,0.701,0.5589999999999999,286928.0,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,0.191,0,2018,0.0,0.214,0.121,0.7536,0.665,0.093
0i5DKscBGyrODQFWZrpUfr,Sukrit Wisetkaew,6.0,1.0,รักนะคะ,1,0.7170000000000001,0.649,240798.0,0.555,0.0,0.157,-6.681,0.0531,136.033,0.501,0,2011,0.0,0.0,0.0,0.0,1.0,0.0
30Co9eN7JHPf1i2wEyVSMJ,Justin Bieber,0.0,1.0,Nothing Like Us,65,0.987,0.546,199800.0,0.155,6.02e-05,0.18,-14.378,0.0428,72.331,0.512,0,2013,0.0,0.262,0.126,0.8069,0.612,0.136
1BU4ky3CgfqdYmSBfJeV9j,Sevendust,1.0,1.0,Enemy,50,0.00024,0.57,183400.0,0.99,0.000379,0.111,-2.272,0.0876,106.909,0.374,0,2003,1.0,0.115,0.212,-0.8484,0.674,-0.09699999999999999
6wDeZntXr5oWaXbAFLUHRf,Pink Floyd,7.0,1.0,On the Turning Away - Remix 2019,29,0.0223,0.442,340827.0,0.387,0.00469,0.109,-11.162,0.0282,100.02,0.117,0,2019,0.0,0.083,0.214,-0.6249,0.703,-0.131
5mb6YQWIVJ44alLjCZmGTT,Jack Johnson,4.0,1.0,Angel (Holiday),58,0.266,0.768,122707.0,0.321,3.93e-06,0.105,-10.487,0.0294,91.058,0.531,0,2011,0.0,0.346,0.054,0.8934,0.599,0.292
7zVA5iOWnPWcgNaCGXdo9o,K-Rino,6.0,1.0,Overdose,0,0.0159,0.6629999999999999,257987.0,0.83,0.0,0.289,-8.198,0.256,169.082,0.89,0,2003,0.0,0.0,0.064,-0.4939,0.936,-0.064
5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,11.0,1.0,Ruin My Life,76,0.423,0.665,190932.0,0.6990000000000001,0.0,0.0969,-5.265,0.0578,124.896,0.585,0,2018,1.0,0.232,0.461,-0.9935,0.307,-0.229
4F1yvJfQ7gJkrcgFJQDjOr,KYLE,1.0,0.0,Playinwitme (feat. Kehlani),69,0.339,0.6890000000000001,191680.0,0.584,0.0,0.297,-5.768,0.119,156.572,0.6759999999999999,0,2018,1.0,0.116,0.179,-0.7941,0.705,-0.06299999999999999
4s85V8jg9bOfylFEaVLyqS,Glassjaw,9.0,1.0,Cosmopolitan Blood Loss,38,7.03e-06,0.292,183893.0,0.902,8.02e-06,0.375,-7.353,0.0692,93.101,0.27,0,2002,0.0,0.066,0.072,-0.0516,0.862,-0.0059999999999999915
2hYarNjMU7pZVY9QsIJIJ3,The Wonder Years,2.0,1.0,I Ain’t Saying He A Gold Digga (Sike!),18,0.000236,0.338,203607.0,0.758,0.0,0.345,-4.663,0.0406,94.912,0.514,0,2013,0.0,0.2,0.503,-0.9545,0.296,-0.303
7qPdc4CH1GGZaHBImyoZ69,Mild High Club,9.0,1.0,Tesselation,59,0.135,0.667,152825.0,0.407,0.121,0.0961,-9.467,0.0321,73.998,0.547,0,2016,0.0,0.263,0.127,0.4416,0.61,0.136
541lUjNUJ8NIQiduDf4Ue9,Calvin Harris,9.0,0.0,Flashback,46,0.00216,0.265,229200.0,0.948,0.00113,0.0832,-5.6610000000000005,0.0494,128.0,0.198,0,2009,0.0,0.281,0.049,0.8406,0.67,0.23200000000000004
5G8xknglIO3jFYIXS34YB2,Tribal Seeds,0.0,1.0,Moonlight,53,0.162,0.7559999999999999,341280.0,0.539,2.78e-05,0.373,-8.017000000000001,0.0671,134.951,0.741,0,2014,0.0,0.364,0.048,0.9744,0.588,0.316
5HHTagqi6mN3Mat4AWmVpY,Brian Courtney Wilson,1.0,1.0,All I Need,46,0.162,0.537,298920.0,0.5720000000000001,0.0,0.354,-7.39,0.0282,98.143,0.126,0,2009,1.0,0.208,0.05,0.7783,0.742,0.15799999999999997
2UMuVwCwPUdTmAYYgd88Fg,Dead Poetic,6.0,0.0,New Medicines,48,1.33e-05,0.489,242040.0,0.8909999999999999,3.16e-06,0.0722,-4.507,0.0574,145.016,0.5579999999999999,0,2004,0.0,0.081,0.169,-0.6908,0.75,-0.08800000000000001
4Oany7rm9uIi7TLlaBjouD,Ludacris,0.0,0.0,Georgia,46,0.0867,0.611,261293.0,0.8809999999999999,0.0,0.214,-7.522,0.389,88.976,0.525,0,2005,1.0,0.092,0.232,-0.9769,0.677,-0.14
6n9ANRPSiIeJgxwMEeOfnw,The Dandy Warhols,2.0,1.0,Bohemian Like You,19,0.000892,0.5579999999999999,211227.0,0.932,0.677,0.152,-5.73,0.0389,131.497,0.531,0,2010,0.0,0.505,0.033,0.9912,0.462,0.472
4bPkBHKLKd9WHizsvM2zV3,Coldplay,3.0,1.0,Warning Sign,60,0.0942,0.532,331133.0,0.433,0.0121,0.142,-9.423,0.0278,140.666,0.0395,0,2002,0.0,0.134,0.222,-0.34,0.644,-0.088
2RXAceow4zcK8jRSIdfbeH,Kejsi Tola,8.0,0.0,Carry Me In Your Dreams,46,0.00287,0.6829999999999999,187106.0,0.665,0.0,0.0839,-8.405,0.0499,127.968,0.667,0,2008,0.0,0.339,0.029,0.9595,0.632,0.31
38TXGZ4G7c9jBCBrwV1OrB,"""Oscar DLeón""",9.0,1.0,Lloraras,39,0.526,0.7090000000000001,221920.0,0.7509999999999999,0.000592,0.0443,-8.378,0.0454,96.097,0.964,0,2002,0.0,0.0,0.051,-0.5574,0.949,-0.051
2LMq1O0NiqGhPOlXo3McYQ,The White Stripes,9.0,1.0,Icky Thump,67,0.0209,0.417,254533.0,0.63,0.0134,0.0543,-7.24,0.0898,94.214,0.341,0,2007,0.0,0.09,0.143,-0.5423,0.768,-0.05299999999999999
0PHWXLXOQXGlyUGq7woVFZ,RÜFÜS DU SOL,5.0,0.0,Sundream,61,0.049,0.6859999999999999,275493.0,0.7120000000000001,0.0042,0.368,-7.58,0.0383,121.966,0.247,0,2013,0.0,0.229,0.043,0.34,0.729,0.186
3iDMNG7MD7uCPMxBOa66ZI,Mitski,1.0,1.0,"Goodbye, My Danish Sweetheart",53,0.813,0.652,137024.0,0.435,0.0,0.106,-6.586,0.0384,120.006,0.473,0,2013,0.0,0.276,0.041,0.9087,0.683,0.23500000000000001
3iiObSfkcBsETljmSB4Hcs,The Strokes,0.0,1.0,When It Started,46,0.265,0.722,175200.0,0.654,0.00392,0.15,-8.107000000000001,0.0328,131.96200000000002,0.904,0,2001,0.0,0.335,0.06,0.9042,0.604,0.275
0Om9WAB5RS09L80DyOfTNa,Taylor Swift,0.0,1.0,Tim McGraw,61,0.575,0.58,232107.0,0.491,0.0,0.121,-6.4620000000000015,0.0251,76.009,0.425,0,2006,0.0,0.21,0.083,0.8957,0.708,0.127
1xQZtbipNLyP0e0hihE5F5,Nickelback,2.0,1.0,I'd Come for You,58,0.033,0.489,262627.0,0.748,0.0,0.14400000000000002,-5.488,0.0311,147.998,0.385,0,2008,0.0,0.321,0.037,0.9509,0.642,0.28400000000000003
5oJrV0mGkw9dilk96X3W0c,Shinedown,9.0,1.0,Adrenaline,51,5.17e-05,0.467,206227.0,0.986,9.21e-05,0.29100000000000004,-2.69,0.0634,159.935,0.4,0,2012,0.0,0.195,0.19,-0.1306,0.615,0.0050000000000000044
58ZvuqZgeuZMCbpCsH9E76,Jesse McCartney,4.0,0.0,Right Where You Want Me - Radio Edit Version,46,0.00269,0.72,211693.0,0.5479999999999999,0.000118,0.0511,-4.805,0.0291,99.004,0.7090000000000001,0,2006,0.0,0.212,0.078,0.8145,0.709,0.134
6Pxqd7tcXE0t4mfK7PGDra,Beck,9.0,1.0,Guess I'm Doing Fine,45,0.14300000000000002,0.435,289293.0,0.412,7.09e-05,0.16399999999999998,-8.451,0.0271,117.7,0.248,0,2002,0.0,0.19,0.272,-0.3612,0.539,-0.08200000000000002
1y4Kln6VEjQMpmHW7j9GeY,Kyla La Grange,10.0,0.0,Cut Your Teeth - Kygo Remix,60,0.59,0.674,399013.0,0.6779999999999999,0.222,0.051,-8.452,0.0406,99.985,0.465,0,2014,0.0,0.351,0.226,0.644,0.422,0.12499999999999997
4cIedAXi7s8BYl4eRjC3Bc,LMNT,9.0,1.0,Juliet - Single Edit,50,0.011,0.605,219987.0,0.964,0.0,0.187,-1.581,0.0643,99.071,0.81,0,2001,0.0,0.191,0.016,0.9142,0.793,0.175
7EL7Wt6yCFfeBejZYIiTPC,Interpol,7.0,1.0,The New,46,0.000923,0.353,367307.0,0.8140000000000001,0.846,0.251,-6.8329999999999975,0.034,112.566,0.274,0,2002,0.0,0.368,0.0,0.9186,0.632,0.368
6RcsAN8XF5KX6mMh6dum8e,The Amity Affliction,5.0,0.0,Pittsburgh (No Intro),60,0.000133,0.386,239127.0,0.943,0.0,0.0928,-3.033,0.185,148.00799999999995,0.402,0,2014,1.0,0.304,0.236,0.7845,0.46,0.068
0hV0Sfwl3MInpYHCZowASi,Didge Therapy,9.0,1.0,Riding the Waves of Reiki (2007),0,0.0248,0.139,1660750.0,0.247,0.846,0.381,-16.642,0.0387,101.698,0.0365,0,2015,0.0,0.0,0.0,0.0,1.0,0.0
2eP2kKhFaTBWjnoi7LxLUm,Nursery Rhymes 123,0.0,1.0,You Are My Sunshine,64,0.954,0.502,136048.0,0.17,0.0,0.115,-14.62,0.0322,100.051,0.381,0,2016,0.0,0.673,0.07,0.9572,0.257,0.603
4uxh8UgysQrm5jUfIMNeJb,Disturbed,0.0,1.0,Façade,50,9.36e-05,0.5720000000000001,225120.0,0.969,0.00385,0.0758,-3.391,0.0719,136.016,0.568,0,2008,1.0,0.153,0.381,-0.9494,0.466,-0.228
5WtMlbTDNZlbN8xZ5zfXva,JJ Lin,7.0,1.0,Our Singapore,19,0.393,0.564,208587.0,0.5,0.0,0.122,-8.291,0.0354,107.22,0.311,0,2015,0.0,0.455,0.0,0.9726,0.545,0.455
3FCto7hnn1shUyZL42YgfO,Billy Joel,0.0,1.0,Piano Man,67,0.6,0.334,336093.0,0.472,3.77e-06,0.317,-8.792,0.0277,179.167,0.431,0,2001,0.0,0.293,0.039,0.9619,0.668,0.254
4pJi1rVt9GNegU9kywjg4z,Taylor Swift,10.0,1.0,Teardrops on My Guitar - Pop Version,49,0.0402,0.459,179067.0,0.753,0.0,0.0863,-3.827,0.0537,199.997,0.483,0,2006,0.0,0.286,0.116,0.8306,0.598,0.16999999999999998
5TTva3FDibSzp46DAtTJP1,R.E.M.,2.0,0.0,So. Central Rain - Remastered 2006,18,0.000858,0.49,195480.0,0.805,0.00393,0.162,-8.753,0.0292,146.04,0.75,0,2006,0.0,0.042,0.195,-0.3438,0.762,-0.153
5CalS8Gn69OOrR9aiw0ZO9,The Head and the Heart,9.0,1.0,Honeybee,73,0.118,0.642,196055.0,0.52,0.000509,0.552,-7.886,0.0387,136.014,0.488,0,2019,0.0,0.174,0.104,0.647,0.722,0.06999999999999999
7zaM5CKsaSqh4NBlXa5MJJ,MF DOOM,3.0,1.0,Potholderz feat. Count Bass D,61,0.655,0.82,200653.0,0.677,1.7e-06,0.0668,-6.349,0.28800000000000003,87.204,0.73,0,2004,1.0,0.032,0.384,-0.9953,0.584,-0.352
1VnWGO6qNxN7TCnUZv7TOR,Blake Shelton,0.0,1.0,Winter Wonderland,50,0.133,0.6459999999999999,135413.0,0.696,2.1600000000000007e-05,0.307,-6.537000000000001,0.0303,124.011,0.633,0,2012,0.0,0.282,0.0,0.9153,0.718,0.282
0wAhYVqDSDUXBs9Sfoun37,The Cars,4.0,1.0,Lust for Kicks - 2016 Remaster,7,0.00733,0.787,232693.0,0.496,0.0237,0.14,-9.423,0.0337,121.027,0.8959999999999999,0,2016,0.0,0.054,0.314,-0.8979,0.632,-0.26
7hynhxDoDpgMIV12JuVtNa,J Balvin,5.0,0.0,UN PESO,75,0.125,0.627,277107.0,0.675,0.0,0.0784,-7.125,0.213,79.31,0.961,0,2019,1.0,0.046,0.02,0.5514,0.934,0.026
19Atssu8qmXPrB9jnxeqZZ,Bo Burnham,4.0,1.0,"Left Brain, Right Brain",53,0.639,0.462,394392.0,0.7040000000000001,0.0,0.655,-6.011,0.619,169.396,0.547,0,2013,1.0,0.242,0.184,0.7496,0.574,0.057999999999999996
0bMbDctzMmTyK2j74j3nF3,Alan Walker,3.0,0.0,"Alone, Pt. II",79,0.536,0.67,179053.0,0.6679999999999999,0.0,0.133,-4.306,0.0422,88.03299999999999,0.608,0,2019,0.0,0.232,0.185,0.3718,0.583,0.047000000000000014
0cTmZAWgUFAPQXj2ZNgU8T,Quinn XCII,11.0,1.0,Another Day in Paradise,63,0.161,0.653,255000.0,0.802,0.0,0.14300000000000002,-5.308,0.0666,167.952,0.56,0,2015,1.0,0.321,0.06,0.9623,0.619,0.261
4hjbxjZpJ8H6qRCzDOGI0M,dodie,2.0,1.0,Sick of Losing Soulmates,64,0.716,0.478,267360.0,0.241,0.21600000000000005,0.354,-17.122,0.0386,75.285,0.11,0,2016,1.0,0.213,0.431,-0.9595,0.356,-0.218
1JyG5yuwpN0VIi4wbqvDfB,Jason Segel,5.0,1.0,Man Or Muppet,51,0.21,0.56,177533.0,0.404,0.00049,0.197,-8.817,0.0357,145.612,0.157,0,2011,0.0,0.0,0.0,0.0,1.0,0.0
004ADkC8JLeDkT5HGsPDBm,So Cool,8.0,0.0,เลี้ยงส่ง,3,0.123,0.5589999999999999,239867.0,0.713,0.0,0.1,-4.029,0.0318,164.048,0.7340000000000001,0,2005,0.0,0.0,0.0,0.0,1.0,0.0
07FkzikE6FuHIa8Ma7zJGc,NF,5.0,1.0,Lie,78,0.161,0.513,209213.0,0.6609999999999999,0.0,0.246,-6.419,0.24,94.791,0.179,0,2017,0.0,0.293,0.025,0.9813,0.682,0.26799999999999996
3arKRnq9OUd7yq6LRwVW8I,Red Hot Chili Peppers,5.0,1.0,Soul to Squeeze,66,0.0322,0.6629999999999999,289533.0,0.546,0.000572,0.107,-5.234,0.0269,88.171,0.6559999999999999,0,2003,0.0,0.328,0.21,0.836,0.462,0.11800000000000002
4Hi62YoinkX8IVg1QxMx4L,Frank Sinatra,10.0,1.0,I Wouldn't Trade Christmas,49,0.652,0.377,172373.0,0.415,0.0,0.147,-11.003,0.0349,179.727,0.79,0,2004,1.0,0.409,0.0,0.987,0.591,0.409
087i0XVQpwtfljQHJ3x9Fv,Roy Orbison,3.0,1.0,Big As I Can Dream - Remastered 2015,6,0.8440000000000001,0.474,127773.0,0.34,1.82e-05,0.099,-12.148,0.0247,90.073,0.431,0,2015,0.0,0.481,0.052,0.9287,0.466,0.429
7wFFW325tv8je3L2scpnez,The Busters,7.0,1.0,Busterlor - Live 2016,2,0.05,0.598,196653.0,0.924,0.000196,0.969,-4.862,0.0564,118.303,0.8859999999999999,0,2016,0.0,0.072,0.232,-0.9477,0.695,-0.16000000000000003
2qzgMPnE4MxNz4NLG9LvOS,Jason Aldean,5.0,1.0,Church Pew or Bar Stool,46,0.243,0.545,259053.0,0.698,0.0,0.102,-4.272,0.0308,72.449,0.407,0,2010,0.0,0.147,0.071,0.7825,0.782,0.076
3q2v8QaTnHLveAQzR6gvYm,Kendrick Lamar,11.0,0.0,"Sing About Me, I'm Dying Of Thirst",60,0.303,0.654,723573.0,0.753,8.08e-05,0.13,-7.556,0.395,110.722,0.371,0,2012,1.0,0.208,0.192,0.0926,0.6,0.015999999999999986
4ZbnEUPd3ZuuldQCKNil9i,Gareth Emery,4.0,0.0,Saving Light,16,0.0507,0.259,275666.0,0.927,0.0014199999999999998,0.328,-2.599,0.0839,129.981,0.126,0,2017,0.0,0.0,0.0,0.0,1.0,0.0
2cwvwUyyjjFsv55EywX9Zo,Goose house,6.0,0.0,光るなら,59,0.391,0.491,254133.0,0.879,0.0,0.341,-2.722,0.0652,160.092,0.5710000000000001,0,2014,0.0,0.0,0.0,0.0,1.0,0.0
2kMjk14RmYyYhhSbipoa9U,My Chemical Romance,1.0,0.0,The Sharpest Lives,63,0.000111,0.513,200880.0,0.937,0.000102,0.083,-3.427,0.0532,155.015,0.5429999999999999,0,2006,0.0,0.218,0.242,-0.2268,0.541,-0.023999999999999994
6Ng777bqg8fwA7N7GyUDYm,Fidel Rueda,5.0,1.0,Aunque Te Duela,62,0.521,0.8170000000000001,199080.0,0.6559999999999999,0.0,0.0594,-5.4270000000000005,0.0399,94.976,0.777,0,2010,0.0,0.052,0.0,0.6124,0.948,0.052
6DavaRzYekSRYl0VMHnlwo,The Band,0.0,1.0,Helpless (feat. Neil Young) - Concert Version,40,0.201,0.43,353227.0,0.835,1.53e-05,0.99,-7.415,0.105,114.186,0.393,0,2002,0.0,0.153,0.0,0.5423,0.847,0.153
7Mhk09e8sTW4I6V8dM8uOs,Am Fine,0.0,0.0,น้ำตาจะไหล,1,0.008759999999999999,0.598,231627.0,0.654,0.0,0.106,-4.874,0.0247,137.989,0.284,0,2016,0.0,0.0,0.0,0.0,1.0,0.0
1XnPVbzLhuBv0sHaCTgyoi,Nirvana,1.0,0.0,The Man Who Sold The World - Live Version,54,0.379,0.476,227467.0,0.706,0.000242,0.877,-7.838999999999999,0.0289,114.858,0.368,0,2002,0.0,0.278,0.144,0.7552,0.578,0.13400000000000004
6GCIYIWUBSLontW6divqsw,Solange,9.0,1.0,Stay Flo,65,0.397,0.823,175707.0,0.5579999999999999,2.03e-05,0.0821,-7.119,0.0278,155.974,0.674,0,2019,1.0,0.083,0.04,0.3818,0.877,0.043000000000000003
48H6uWuBYeeZUiXwb5f69K,Scary Kids Scaring Kids,8.0,0.0,Holding On,47,0.000442,0.421,261240.0,0.935,0.000212,0.1,-5.153,0.0697,165.02,0.455,0,2007,0.0,0.323,0.189,0.9393,0.488,0.134
3oqWr0jDWNXxWufNogGREp,Gustavo Cerati,4.0,1.0,Crimen,70,0.44,0.537,232027.0,0.502,0.0709,0.199,-8.406,0.025,80.51100000000002,0.28800000000000003,0,2006,0.0,0.04,0.085,-0.4404,0.875,-0.045000000000000005
